"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"89","Bermuda","BMU",NA,NA,"NAT_TOTAL",2020-06-11,3,1,2,1,1,1,3,1,0,NA,2,1,1,1,2,2,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,1,1,NA,141,9,62.04,62.04,68.57,68.57,58.85,58.85,58.33,58.33,62.5,62.5,"increase"
"90","Bermuda","BMU",NA,NA,"NAT_TOTAL",2020-07-20,2,1,1,1,1,1,3,1,0,NA,0,NA,1,1,1,2,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,1,1,NA,153,9,44.44,44.44,56.67,56.67,48.96,48.96,47.02,47.02,62.5,62.5,"decrease"
"91","Bermuda","BMU",NA,NA,"NAT_TOTAL",2020-12-12,2,1,2,1,2,1,4,1,1,1,2,1,0,NA,2,1,0,0,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,391,9,66.67,66.67,77.38,77.38,58.85,58.85,65.48,65.48,12.5,12.5,"increase"
"92","Bermuda","BMU",NA,NA,"NAT_TOTAL",2021-02-16,1,1,1,1,2,1,3,1,0,NA,1,1,0,NA,2,1,0,0,0,0,2,1,3,2,0,0,2,1,2,1,2,1,NA,695,12,47.22,47.22,57.14,57.14,50.42,50.42,55.83,55.83,12.5,12.5,"decrease"
"93","Bermuda","BMU",NA,NA,"NAT_TOTAL",2021-03-03,1,1,1,1,2,1,3,1,0,NA,2,1,0,NA,2,1,0,0,0,0,2,1,3,2,0,0,2,1,2,1,2,1,NA,713,12,50.93,50.93,60.71,60.71,52.5,52.5,58.21,58.21,12.5,12.5,"increase"
"94","Bhutan","BTN",NA,NA,"NAT_TOTAL",2020-03-26,3,1,0,NA,0,NA,2,1,0,NA,1,1,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,1,1,0,NA,0,NA,NA,2,0,42.59,42.59,58.57,58.57,33.85,33.85,38.69,38.69,0,0,"increase"
"95","Bhutan","BTN",NA,NA,"NAT_TOTAL",2020-08-11,3,1,3,1,2,1,4,1,2,1,3,1,2,1,3,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,1,1,NA,113,0,97.22,97.22,96.43,96.43,81.25,81.25,80.36,80.36,87.5,87.5,"increase"
"96","Bhutan","BTN",NA,NA,"NAT_TOTAL",2020-09-20,3,0,2,1,2,1,4,0,2,0,2,1,2,1,3,2,0,2,0,0,2,1,2,2,0,0,4,1,0,NA,1,1,NA,261,0,83.8,83.8,84.52,84.52,76.82,76.82,75.3,75.3,87.5,87.5,"decrease"
"97","Bhutan","BTN",NA,NA,"NAT_TOTAL",2020-11-24,2,1,1,1,2,1,3,1,0,NA,1,1,2,1,3,1,1,2,0,0,2,1,2,2,0,0,4,1,0,NA,1,1,NA,386,0,64.81,64.81,71.43,71.43,64.58,64.58,63.1,63.1,75,75,"decrease"
"98","Bhutan","BTN",NA,NA,"NAT_TOTAL",2020-12-20,3,1,3,0,2,0,4,0,2,0,2,1,2,0,3,1,1,2,0,0,2,1,2,2,0,0,4,1,0,NA,1,1,NA,446,0,81.94,81.94,81.67,81.67,74.22,74.22,74.11,74.11,75,75,"increase"
"99","Bhutan","BTN",NA,NA,"NAT_TOTAL",2021-02-01,0,NA,1,0,1,0,3,0,1,1,1,1,1,0,3,1,1,2,0,0,2,1,2,2,0,0,4,1,1,1,1,1,NA,859,1,43.06,43.06,53.81,53.81,53.59,53.59,50.54,50.54,75,75,"decrease"
"100","Bolivia","BOL",NA,NA,"NAT_TOTAL",2020-03-17,3,1,0,NA,2,1,4,1,2,0,2,1,0,NA,3,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,2,1,NA,11,0,68.52,68.52,73.81,73.81,42.71,42.71,48.81,48.81,0,0,"increase"
"101","Bolivia","BOL",NA,NA,"NAT_TOTAL",2020-06-20,3,1,3,0,2,1,4,1,2,0,3,0,2,0,4,1,1,1,0,0,2,1,1,1,0,0,3,1,0,NA,2,1,NA,23512,740,90.74,90.74,88.1,88.1,71.35,71.35,74.4,74.4,50,50,"increase"
"102","Bolivia","BOL",NA,NA,"NAT_TOTAL",2020-06-24,3,1,3,0,2,1,4,1,2,0,2,1,2,0,4,1,1,1,0,0,2,1,1,1,0,0,3,1,0,NA,2,1,NA,27487,876,88.89,88.89,88.1,88.1,70.31,70.31,73.21,73.21,50,50,"decrease"
"103","Bolivia","BOL",NA,NA,"NAT_TOTAL",2020-12-01,3,1,2,1,1,1,0,NA,0,NA,1,1,1,1,1,1,1,0,0,0,2,1,1,1,0,0,3,1,0,NA,1,1,NA,144810,8963,47.22,47.22,61.9,61.9,41.67,41.67,44.05,44.05,25,25,"decrease"
"104","Bolivia","BOL",NA,NA,"NAT_TOTAL",2021-01-05,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,1,1,1,0,0,2,1,1,1,38858400,0,4,1,0,NA,1,1,NA,165268,9241,30.56,30.56,39.29,39.29,36.98,36.98,35.12,35.12,50,50,"decrease"
"105","Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-03-20,3,1,3,1,2,1,4,1,2,0,3,0,2,0,3,1,0,1,0,0,2,1,2,0,0,0,0,NA,0,NA,0,NA,NA,89,0,89.81,89.81,88.1,88.1,59.38,59.38,62.5,62.5,37.5,37.5,"increase"
"106","Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,2,1,2,1,2,0,3,1,0,1,0,0,2,1,2,0,0,0,3,1,0,NA,3,1,NA,1421,55,90.74,90.74,92.86,92.86,70.83,70.83,75.6,75.6,37.5,37.5,"decrease"
"107","Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-05-21,3,1,2,1,2,1,4,1,0,NA,0,NA,2,0,4,1,0,1,0,0,2,1,2,0,0,0,3,1,0,NA,3,0,NA,2350,140,71.3,71.3,77.38,77.38,58.85,58.85,61.9,61.9,37.5,37.5,"decrease"
"108","Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-11-11,2,0,1,1,2,1,3,1,0,NA,2,1,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,3,0,NA,66565,1701,50,50,57.14,57.14,42.19,42.19,48.21,48.21,0,0,"increase"
"109","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,1,1,2,0,2,0,4,1,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,0,NA,NA,4,1,86.11,86.11,90.48,90.48,61.46,61.46,61.31,61.31,62.5,62.5,"increase"
"110","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-05-20,3,0,1,1,1,1,3,1,1,1,1,1,2,0,4,1,0,2,0,0,2,1,1,1,0,0,3,1,0,NA,0,NA,NA,25,1,66.67,66.67,76.9,76.9,55.21,55.21,54.17,54.17,62.5,62.5,"decrease"
"111","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-06-13,3,0,3,0,2,1,3,1,0,NA,3,0,2,0,4,1,0,2,0,0,2,1,1,1,0,0,3,1,0,NA,0,NA,NA,60,1,77.78,77.78,75,75,61.46,61.46,61.31,61.31,62.5,62.5,"increase"
"112","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-06-16,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,4,1,0,2,0,0,2,1,1,1,0,0,3,1,0,NA,0,NA,NA,60,1,57.41,57.41,63.81,63.81,50,50,48.21,48.21,62.5,62.5,"decrease"
"113","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-07-31,1,1,1,1,1,1,4,0,1,1,2,0,2,0,4,1,0,2,0,0,2,1,1,1,0,0,3,1,0,NA,0,NA,NA,804,2,64.35,64.35,73.33,73.33,53.91,53.91,52.68,52.68,62.5,62.5,"increase"
"114","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-08-14,1,1,1,1,1,1,3,1,0,NA,1,1,1,1,2,1,0,2,0,0,2,1,1,1,0,0,3,1,0,NA,0,NA,NA,1214,3,47.22,47.22,56.67,56.67,44.27,44.27,41.67,41.67,62.5,62.5,"decrease"
"115","Botswana","BWA",NA,NA,"NAT_TOTAL",2020-12-22,1,1,1,1,1,1,3,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,2,2,0,0,4,1,0,NA,0,NA,NA,13622,38,56.48,56.48,61.43,61.43,48.44,48.44,55.36,55.36,0,0,"increase"
"116","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-13,3,1,2,1,2,1,4,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,16,0,59.26,59.26,64.29,64.29,36.98,36.98,42.26,42.26,0,0,"increase"
"117","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-13,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"118","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-13,0,NA,0,NA,1,1,2,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,2,0,29.63,29.63,34.52,34.52,16.67,16.67,19.05,19.05,0,0,"increase"
"119","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-13,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"120","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-13,3,0,1,0,2,0,0,NA,0,NA,1,0,0,NA,2,0,NA,0,0,0,2,1,1,0,0,0,1,0,0,NA,0,NA,NA,151,0,37.96,37.96,48.81,48.81,24.22,24.22,27.68,27.68,0,0,"increase"
"121","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-14,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"122","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-14,3,1,2,1,2,1,4,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,22,0,59.26,59.26,64.29,64.29,36.98,36.98,42.26,42.26,0,0,"increase"
"123","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-14,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"124","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-14,0,NA,0,NA,1,1,2,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,4,0,29.63,29.63,34.52,34.52,16.67,16.67,19.05,19.05,0,0,"increase"
"125","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-14,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"126","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-14,3,0,1,0,2,0,2,0,0,NA,1,0,0,NA,2,0,NA,0,0,0,2,1,1,0,0,0,1,0,0,NA,0,NA,NA,151,0,42.13,42.13,48.81,48.81,26.56,26.56,30.36,30.36,0,0,"increase"
"127","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-15,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"128","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-15,3,1,2,1,2,1,4,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,24,0,59.26,59.26,64.29,64.29,36.98,36.98,42.26,42.26,0,0,"increase"
"129","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-15,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"130","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-15,3,0,0,NA,1,1,2,1,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,6,0,38.89,38.89,45.24,45.24,21.88,21.88,25,25,0,0,"increase"
"131","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-15,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,1,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"132","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-15,3,0,1,0,2,0,2,0,0,NA,1,0,0,NA,2,0,NA,0,0,0,2,1,1,0,0,0,1,0,0,NA,0,NA,NA,162,0,42.13,42.13,48.81,48.81,26.56,26.56,30.36,30.36,0,0,"increase"
"133","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,0,NA,0,NA,1,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,30.56,30.56,32.86,32.86,17.19,17.19,19.64,19.64,0,0,"decrease"
"134","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,3,1,0,NA,2,1,2,1,0,NA,1,0,2,0,2,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,0,NA,NA,1,0,54.63,54.63,59.52,59.52,35.94,35.94,41.07,41.07,0,0,"increase"
"135","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,0,NA,0,NA,2,0,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,30.56,30.56,30.95,30.95,19.27,19.27,22.02,22.02,0,0,"decrease"
"136","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,62.96,62.96,73.81,73.81,38.54,38.54,40.48,40.48,25,25,"increase"
"137","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,2,0,NA,0,0,27.78,27.78,30.95,30.95,18.75,18.75,21.43,21.43,0,0,"decrease"
"138","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,2,0,NA,0,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,31,0,61.11,61.11,67.86,67.86,38.02,38.02,43.45,43.45,0,0,"increase"
"139","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,27.78,27.78,30.95,30.95,15.62,15.62,17.86,17.86,0,0,"decrease"
"140","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,3,0,2,0,2,0,3,0,0,NA,1,0,0,NA,2,0,NA,0,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,7,0,48.61,48.61,52.38,52.38,27.34,27.34,31.25,31.25,0,0,"increase"
"141","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-16,2,1,3,0,2,1,4,1,1,0,0,NA,0,NA,2,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,1,0,NA,152,0,58.33,58.33,61.9,61.9,39.06,39.06,44.64,44.64,0,0,"decrease"
"142","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-16,3,0,1,0,2,0,2,0,0,NA,1,0,0,NA,2,0,NA,0,0,0,2,1,1,0,0,0,1,0,0,NA,0,NA,NA,200,0,42.13,42.13,48.81,48.81,26.56,26.56,30.36,30.36,0,0,"increase"
"143","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,3,0,0,NA,1,1,3,1,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,39.81,39.81,43.57,43.57,25.52,25.52,25.6,25.6,25,25,"decrease"
"144","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,2,0,0,NA,2,1,2,1,0,NA,1,0,0,NA,2,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,40.74,40.74,46.43,46.43,28.13,28.13,32.14,32.14,NA,NA,"increase"
"145","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,0,NA,0,NA,2,0,2,1,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,30.56,30.56,30.95,30.95,22.4,22.4,22.02,22.02,25,25,"decrease"
"146","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,3,0,1,0,2,0,2,1,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,NA,NA,7,0,41.67,41.67,45.24,45.24,28.65,28.65,29.17,29.17,25,25,"decrease"
"147","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,62.96,62.96,73.81,73.81,38.54,38.54,40.48,40.48,25,25,"increase"
"148","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,0,NA,0,NA,2,1,3,0,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,2,1,NA,0,0,34.72,34.72,35.71,35.71,26.82,26.82,27.08,27.08,25,25,"decrease"
"149","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,0,NA,2,1,2,1,2,1,0,NA,1,0,0,NA,2,0,NA,1,NA,NA,2,1,2,0,NA,NA,0,NA,0,NA,2,1,NA,16,0,42.59,42.59,50,50,35.42,35.42,36.9,36.9,25,25,"increase"
"150","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,2,1,0,NA,2,1,2,1,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,40.74,40.74,46.43,46.43,26.04,26.04,26.19,26.19,25,25,"decrease"
"151","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,3,1,2,1,2,1,4,1,1,1,1,1,2,1,2,0,NA,1,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,33,0,77.78,77.78,84.52,84.52,50.52,50.52,54.17,54.17,25,25,"increase"
"152","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,51.85,51.85,60.71,60.71,32.29,32.29,33.33,33.33,25,25,"decrease"
"153","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,3,0,3,1,2,1,3,1,2,1,1,0,2,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,7,0,83.33,83.33,92.86,92.86,50,50,53.57,53.57,25,25,"increase"
"154","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-17,2,1,3,0,2,1,4,1,1,0,0,NA,0,NA,2,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,1,0,NA,164,1,58.33,58.33,61.9,61.9,42.19,42.19,44.64,44.64,25,25,"decrease"
"155","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-17,3,0,3,0,2,0,2,0,0,NA,1,0,2,0,2,0,NA,1,0,0,2,1,1,0,0,0,1,0,0,NA,0,NA,NA,321,1,57.87,57.87,61.9,61.9,38.54,38.54,40.48,40.48,25,25,"increase"
"156","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,0,NA,1,1,3,1,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,50,50,60.24,60.24,31.25,31.25,32.14,32.14,25,25,"decrease"
"157","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,2,0,0,NA,2,1,2,1,0,NA,1,0,1,1,3,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,49.07,49.07,55.95,55.95,32.81,32.81,37.5,37.5,NA,NA,"increase"
"158","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,0,0,NA,2,0,2,1,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,48.15,48.15,54.76,54.76,32.29,32.29,33.33,33.33,25,25,"decrease"
"159","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,1,0,2,0,2,1,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,NA,NA,NA,15,0,51.85,51.85,61.9,61.9,34.37,34.37,35.71,35.71,25,25,"decrease"
"160","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,75,75,83.33,83.33,45.31,45.31,48.21,48.21,25,25,"increase"
"161","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,0,0,NA,2,1,3,0,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,2,1,NA,0,0,52.31,52.31,59.52,59.52,36.72,36.72,38.39,38.39,25,25,"decrease"
"162","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,2,1,2,1,3,1,0,NA,1,0,2,0,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,2,1,NA,16,0,67.59,67.59,73.81,73.81,47.4,47.4,50.6,50.6,25,25,"increase"
"163","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,2,1,1,0,2,1,4,0,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,55.09,55.09,63.1,63.1,34.11,34.11,35.42,35.42,25,25,"decrease"
"164","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,2,1,2,1,4,1,1,1,1,1,2,1,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,1,1,0,NA,NA,NA,NA,45,0,80.56,80.56,88.1,88.1,52.08,52.08,55.95,55.95,25,25,"increase"
"165","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,1,2,1,2,1,3,0,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,61.57,61.57,73.81,73.81,37.76,37.76,39.58,39.58,25,25,"decrease"
"166","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,3,0,3,1,2,1,3,1,2,1,1,0,2,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,10,0,83.33,83.33,92.86,92.86,50,50,53.57,53.57,25,25,"increase"
"167","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-18,2,1,3,0,2,1,4,1,1,0,0,NA,1,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,1,0,NA,240,4,66.67,66.67,75,75,46.88,46.88,50,50,25,25,"decrease"
"168","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-03-18,3,0,3,0,2,0,3,0,0,NA,1,0,2,0,2,0,NA,1,32243799400,0,2,1,1,0,878843714,0,1,0,0,NA,0,NA,NA,372,3,60.65,60.65,61.9,61.9,40.1,40.1,42.26,42.26,25,25,"increase"
"169","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,3,1,0,NA,1,1,3,1,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,50,50,60.24,60.24,31.25,31.25,32.14,32.14,25,25,"decrease"
"170","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,2,0,0,NA,2,1,2,1,0,NA,1,0,1,1,3,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,49.07,49.07,55.95,55.95,32.81,32.81,37.5,37.5,NA,NA,"increase"
"171","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,3,0,2,0,2,0,3,0,1,0,0,NA,2,0,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,60.65,60.65,66.67,66.67,39.32,39.32,41.37,41.37,25,25,"decrease"
"172","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,3,0,2,0,2,1,3,1,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,62.96,62.96,66.67,66.67,43.75,43.75,46.43,46.43,25,25,"increase"
"173","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,3,0,2,0,2,1,3,0,0,NA,0,NA,1,1,3,0,NA,1,NA,NA,2,1,1,0,NA,NA,0,NA,0,NA,2,0,NA,NA,NA,57.87,57.87,66.67,66.67,40.89,40.89,43.15,43.15,25,25,"decrease"
"174","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-03-19,3,1,2,1,2,1,4,1,1,1,1,1,1,1,3,0,NA,1,NA,NA,2,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,75,75,83.33,83.33,45.31,45.31,48.21,48.21,25,25,"increase"
